"","country","region","year","income","Life_Expectancy","Population_size"
"553","Afghanistan","Asia","1803",603,28.2,3280000
"554","Albania","Europe","1803",667,35.4,414000
"555","Algeria","Africa","1803",718,28.8,2530000
"556","Angola","Africa","1803",626,27,1570000
"557","Antigua and Barbuda","Americas","1803",757,33.5,37000
"558","Argentina","Americas","1803",1510,33.2,534000
"559","Armenia","Asia","1803",514,34,413000
"560","Australia","Oceania","1803",820,34,348000
"561","Austria","Europe","1803",1870,34.4,3230000
"562","Azerbaijan","Asia","1803",775,29.2,880000
"563","Bahamas","Americas","1803",1450,35.2,27400
"564","Bahrain","Asia","1803",1250,30.3,64500
"565","Bangladesh","Asia","1803",876,25.5,19300000
"566","Barbados","Americas","1803",914,32.1,81700
"567","Belarus","Europe","1803",609,36.2,2360000
"568","Belgium","Europe","1803",2410,40,3180000
"569","Belize","Americas","1803",579,26.5,25500
"570","Benin","Africa","1803",597,31,637000
"571","Bhutan","Asia","1803",630,28.8,90000
"572","Bolivia","Americas","1803",854,33,1100000
"573","Bosnia and Herzegovina","Europe","1803",669,35.1,852000
"574","Botswana","Africa","1803",397,33.6,121000
"575","Brazil","Americas","1803",1110,32,3760000
"576","Brunei","Asia","1803",1510,29.2,2130
"577","Bulgaria","Europe","1803",1090,35.9,2020000
"578","Burkina Faso","Africa","1803",480,29.2,1670000
"579","Burundi","Africa","1803",419,31.5,899000
"580","Cambodia","Asia","1803",904,35,2090000
"581","Cameroon","Africa","1803",626,28.8,1860000
"582","Canada","Americas","1803",1340,39,669000
"583","Cape Verde","Africa","1803",529,33.8,55700
"584","Central African Republic","Africa","1803",424,30,479000
"585","Chad","Africa","1803",418,30.9,1430000
"586","Chile","Americas","1803",1030,32,771000
"587","China","Asia","1803",984,32,330000000
"588","Colombia","Americas","1803",963,32,1210000
"589","Comoros","Africa","1803",698,32.1,56300
"590","Congo, Dem. Rep.","Africa","1803",491,31.6,5160000
"591","Congo, Rep.","Africa","1803",580,32.7,314000
"592","Costa Rica","Americas","1803",775,30.2,54000
"593","Cote d'Ivoire","Africa","1803",822,31.2,1090000
"594","Croatia","Europe","1803",1110,36.1,1230000
"595","Cuba","Americas","1803",894,32.6,377000
"596","Cyprus","Asia","1803",854,38.5,184000
"597","Czech Republic","Europe","1803",1920,35,5520000
"598","Denmark","Europe","1803",2020,44.8,1080000
"599","Djibouti","Africa","1803",759,29.9,22800
"600","Dominican Republic","Americas","1803",667,29.9,89000
"601","Ecuador","Americas","1803",529,32.9,500000
"602","Egypt","Africa","1803",791,33,4240000
"603","El Salvador","Americas","1803",975,28.7,248000
"604","Equatorial Guinea","Africa","1803",357,29.8,80400
"605","Eritrea","Africa","1803",532,30.2,205000
"606","Estonia","Europe","1803",941,34.8,334000
"607","Ethiopia","Africa","1803",523,29.7,2950000
"608","Fiji","Oceania","1803",785,26.1,131000
"609","Finland","Europe","1803",1250,28.5,1000000
"610","France","Europe","1803",1810,30.6,29600000
"611","Gabon","Africa","1803",390,30.6,158000
"612","Gambia","Africa","1803",814,28.8,103000
"613","Georgia","Asia","1803",543,31.9,1070000
"614","Germany","Europe","1803",1670,38.4,23200000
"615","Ghana","Africa","1803",697,28,2020000
"616","Greece","Europe","1803",1380,36.6,2170000
"617","Grenada","Americas","1803",959,31.4,29400
"618","Guatemala","Americas","1803",857,25.8,477000
"619","Guinea","Africa","1803",450,29.5,984000
"620","Guinea-Bissau","Africa","1803",777,32,218000
"621","Guyana","Americas","1803",1220,31.1,166000
"622","Haiti","Americas","1803",634,29,723000
"623","Honduras","Americas","1803",675,33.9,131000
"624","Hungary","Europe","1803",1250,36,3590000
"625","Iceland","Europe","1803",927,19.6,61400
"626","India","Asia","1803",1050,24,170000000
"627","Indonesia","Asia","1803",995,30,16200000
"628","Iran","Asia","1803",977,25.6,6310000
"629","Iraq","Asia","1803",970,31.2,1080000
"630","Ireland","Europe","1803",1450,38.3,4200000
"631","Israel","Asia","1803",880,32,210000
"632","Italy","Europe","1803",2330,29.7,19000000
"633","Jamaica","Americas","1803",1170,34.2,401000
"634","Japan","Asia","1803",1050,36.4,30400000
"635","Jordan","Asia","1803",976,31.7,217000
"636","Kazakhstan","Asia","1803",1140,26.2,2040000
"637","Kenya","Africa","1803",862,25.5,2570000
"638","Kiribati","Oceania","1803",552,24.9,17900
"639","Kuwait","Asia","1803",1110,26,81300
"640","Kyrgyz Republic","Asia","1803",508,23.9,530000
"641","Lao","Asia","1803",865,31.9,470000
"642","Latvia","Europe","1803",754,33,591000
"643","Lebanon","Asia","1803",1080,29.7,332000
"644","Lesotho","Africa","1803",394,32.8,276000
"645","Liberia","Africa","1803",797,31.1,314000
"646","Libya","Africa","1803",1050,33.1,532000
"647","Lithuania","Europe","1803",1270,28.9,779000
"648","Luxembourg","Europe","1803",1450,36.9,127000
"649","Macedonia, FYR","Europe","1803",690,36.1,392000
"650","Madagascar","Africa","1803",573,30.5,1560000
"651","Malawi","Africa","1803",350,30.3,737000
"652","Malaysia","Asia","1803",997,30.6,287000
"653","Maldives","Asia","1803",843,32.6,42400
"654","Mali","Africa","1803",603,26.4,1400000
"655","Malta","Europe","1803",782,28.7,134000
"656","Mauritania","Africa","1803",528,32,383000
"657","Mauritius","Africa","1803",940,28.7,67000
"658","Mexico","Americas","1803",1380,26.9,6240000
"659","Micronesia, Fed. Sts.","Oceania","1803",519,26.7,16400
"660","Moldova","Europe","1803",621,33.1,713000
"661","Mongolia","Asia","1803",592,31.8,619000
"662","Montenegro","Europe","1803",1060,35.4,127000
"663","Morocco","Africa","1803",715,33.1,2530000
"664","Mozambique","Africa","1803",391,30.3,2000000
"665","Myanmar","Asia","1803",840,30.8,3510000
"666","Namibia","Africa","1803",540,32.4,229000
"667","Nepal","Asia","1803",654,32.8,3880000
"668","Netherlands","Europe","1803",4300,39.9,2270000
"669","New Zealand","Oceania","1803",658,34,100000
"670","Nicaragua","Americas","1803",974,25.4,219000
"671","Niger","Africa","1803",446,30.8,1240000
"672","Nigeria","Africa","1803",856,30.4,12100000
"673","North Korea","Asia","1803",577,26,4350000
"674","Norway","Europe","1803",1280,38.7,883000
"675","Oman","Asia","1803",916,32.3,318000
"676","Pakistan","Asia","1803",1020,25.8,13200000
"677","Palestine","Asia","1803",1220,32.1,166000
"678","Panama","Americas","1803",847,32.9,78800
"679","Papua New Guinea","Oceania","1803",546,31.5,755000
"680","Paraguay","Americas","1803",835,35.5,143000
"681","Peru","Americas","1803",1200,35.7,1310000
"682","Philippines","Asia","1803",962,30.9,1890000
"683","Poland","Europe","1803",1230,35.9,9640000
"684","Portugal","Europe","1803",1680,35.6,3070000
"685","Qatar","Asia","1803",1110,30.8,14100
"686","Romania","Europe","1803",815,35.7,5590000
"687","Russia","Europe","1803",1440,29.6,31100000
"688","Rwanda","Africa","1803",433,31.8,928000
"689","Samoa","Oceania","1803",1400,25.4,47300
"690","Sao Tome and Principe","Africa","1803",855,31,22700
"691","Saudi Arabia","Asia","1803",847,32.1,2090000
"692","Senegal","Africa","1803",497,25.2,1010000
"693","Serbia","Europe","1803",1360,35.5,2150000
"694","Seychelles","Africa","1803",801,37,12500
"695","Sierra Leone","Africa","1803",734,25.1,794000
"696","Singapore","Asia","1803",1020,29.1,30000
"697","Slovak Republic","Europe","1803",1430,36.4,2140000
"698","Slovenia","Europe","1803",1410,36.6,470000
"699","Solomon Islands","Oceania","1803",363,25.1,57000
"700","Somalia","Africa","1803",696,29.4,993000
"701","South Africa","Africa","1803",1480,33.5,1460000
"702","South Korea","Asia","1803",574,25.8,9400000
"703","South Sudan","Africa","1803",507,26.7,1030000
"704","Spain","Europe","1803",1520,29.5,11600000
"705","Sri Lanka","Asia","1803",898,32.6,1210000
"706","St. Lucia","Americas","1803",875,28,24000
"707","St. Vincent and the Grenadines","Americas","1803",838,26,25800
"708","Sudan","Africa","1803",518,31.4,4010000
"709","Suriname","Americas","1803",1640,32.9,80700
"710","Swaziland","Africa","1803",490,32.3,86000
"711","Sweden","Europe","1803",1450,40.3,2380000
"712","Switzerland","Europe","1803",2700,38,1850000
"713","Syria","Asia","1803",1080,31.1,1340000
"714","Tajikistan","Asia","1803",557,24.2,467000
"715","Tanzania","Africa","1803",562,32.2,3020000
"716","Thailand","Asia","1803",931,30.4,4670000
"717","Timor-Leste","Asia","1803",524,28.9,137000
"718","Togo","Africa","1803",683,31.3,446000
"719","Tonga","Oceania","1803",663,28.2,18600
"720","Trinidad and Tobago","Americas","1803",1230,32.9,60000
"721","Tunisia","Africa","1803",716,28.8,864000
"722","Turkey","Asia","1803",1220,35,9820000
"723","Turkmenistan","Asia","1803",946,24,367000
"724","Uganda","Africa","1803",464,25.3,2100000
"725","Ukraine","Europe","1803",766,36.6,11200000
"726","United Arab Emirates","Asia","1803",1010,30.7,40200
"727","United Kingdom","Europe","1803",3340,37.3,12800000
"728","United States","Americas","1803",2170,39.4,7200000
"729","Uruguay","Americas","1803",1760,32.9,55000
"730","Uzbekistan","Asia","1803",502,26.9,1920000
"731","Vanuatu","Oceania","1803",586,24.3,27800
"732","Venezuela","Americas","1803",682,32.2,718000
"733","Vietnam","Asia","1803",861,32,6550000
"734","Yemen","Asia","1803",884,23.4,2590000
"735","Zambia","Africa","1803",668,32.6,747000
"736","Zimbabwe","Africa","1803",872,33.7,1090000
"737","Afghanistan","Asia","1804",603,28.2,3280000
"738","Albania","Europe","1804",667,35.4,416000
"739","Algeria","Africa","1804",719,28.8,2540000
"740","Angola","Africa","1804",628,27,1570000
"741","Antigua and Barbuda","Americas","1804",757,33.5,37000
"742","Argentina","Americas","1804",1510,33.2,534000
"743","Armenia","Asia","1804",514,34,413000
"744","Australia","Oceania","1804",822,34,348000
"745","Austria","Europe","1804",1880,34.4,3240000
"746","Azerbaijan","Asia","1804",775,29.2,880000
"747","Bahamas","Americas","1804",1450,35.2,27400
"748","Bahrain","Asia","1804",1260,30.3,64500
"749","Bangladesh","Asia","1804",876,25.5,19400000
"750","Barbados","Americas","1804",914,32.1,81700
"751","Belarus","Europe","1804",609,36.2,2360000
"752","Belgium","Europe","1804",2410,40,3200000
"753","Belize","Americas","1804",579,26.5,25500
"754","Benin","Africa","1804",597,31,637000
"755","Bhutan","Asia","1804",630,28.8,90000
"756","Bolivia","Americas","1804",854,33,1100000
"757","Bosnia and Herzegovina","Europe","1804",669,35.1,852000
"758","Botswana","Africa","1804",397,33.6,121000
"759","Brazil","Americas","1804",1110,32,3800000
"760","Brunei","Asia","1804",1510,29.2,2130
"761","Bulgaria","Europe","1804",1090,36,2030000
"762","Burkina Faso","Africa","1804",480,29.2,1670000
"763","Burundi","Africa","1804",420,31.5,899000
"764","Cambodia","Asia","1804",904,35,2090000
"765","Cameroon","Africa","1804",626,28.8,1860000
"766","Canada","Americas","1804",1350,39,677000
"767","Cape Verde","Africa","1804",530,33.8,55700
"768","Central African Republic","Africa","1804",424,30,479000
"769","Chad","Africa","1804",418,30.9,1430000
"770","Chile","Americas","1804",1030,32,771000
"771","China","Asia","1804",984,32,333000000
"772","Colombia","Americas","1804",963,32,1210000
"773","Comoros","Africa","1804",699,32.1,56300
"774","Congo, Dem. Rep.","Africa","1804",493,31.6,5160000
"775","Congo, Rep.","Africa","1804",581,32.7,314000
"776","Costa Rica","Americas","1804",775,30.2,54500
"777","Cote d'Ivoire","Africa","1804",825,31.2,1090000
"778","Croatia","Europe","1804",1120,36.1,1230000
"779","Cuba","Americas","1804",905,32.7,389000
"780","Cyprus","Asia","1804",854,38.5,184000
"781","Czech Republic","Europe","1804",1920,35,5520000
"782","Denmark","Europe","1804",2030,42.8,1080000
"783","Djibouti","Africa","1804",762,29.9,22800
"784","Dominican Republic","Americas","1804",667,29.9,89000
"785","Ecuador","Americas","1804",529,32.9,500000
"786","Egypt","Africa","1804",791,33,4230000
"787","El Salvador","Americas","1804",975,28.7,248000
"788","Equatorial Guinea","Africa","1804",357,29.8,80400
"789","Eritrea","Africa","1804",532,30.2,205000
"790","Estonia","Europe","1804",942,34.4,334000
"791","Ethiopia","Africa","1804",523,29.7,2950000
"792","Fiji","Oceania","1804",785,26.1,131000
"793","Finland","Europe","1804",1250,35.9,1010000
"794","France","Europe","1804",1820,29.4,29700000
"795","Gabon","Africa","1804",390,30.6,158000
"796","Gambia","Africa","1804",815,28.8,103000
"797","Georgia","Asia","1804",543,31.9,1070000
"798","Germany","Europe","1804",1690,38.4,23300000
"799","Ghana","Africa","1804",698,28,2020000
"800","Greece","Europe","1804",1380,36.6,2180000
"801","Grenada","Americas","1804",959,31.4,29400
"802","Guatemala","Americas","1804",858,25.8,483000
"803","Guinea","Africa","1804",450,29.5,984000
"804","Guinea-Bissau","Africa","1804",778,32,218000
"805","Guyana","Americas","1804",1220,31.1,166000
"806","Haiti","Americas","1804",634,29,723000
"807","Honduras","Americas","1804",675,33.9,131000
"808","Hungary","Europe","1804",1250,36,3620000
"809","Iceland","Europe","1804",927,24.8,61400
"810","India","Asia","1804",1050,23.5,170000000
"811","Indonesia","Asia","1804",995,30,16300000
"812","Iran","Asia","1804",977,25.6,6330000
"813","Iraq","Asia","1804",970,31.2,1080000
"814","Ireland","Europe","1804",1450,38.3,4250000
"815","Israel","Asia","1804",880,32,210000
"816","Italy","Europe","1804",2430,29.7,19100000
"817","Jamaica","Americas","1804",1170,34.2,401000
"818","Japan","Asia","1804",1060,36.4,30400000
"819","Jordan","Asia","1804",976,31.7,217000
"820","Kazakhstan","Asia","1804",1150,26.2,2040000
"821","Kenya","Africa","1804",864,25.5,2570000
"822","Kiribati","Oceania","1804",553,24.9,17900
"823","Kuwait","Asia","1804",1110,26,81300
"824","Kyrgyz Republic","Asia","1804",508,23.9,530000
"825","Lao","Asia","1804",865,31.9,470000
"826","Latvia","Europe","1804",754,33,591000
"827","Lebanon","Asia","1804",1080,29.7,332000
"828","Lesotho","Africa","1804",394,32.8,276000
"829","Liberia","Africa","1804",797,31.1,314000
"830","Libya","Africa","1804",1050,33.1,533000
"831","Lithuania","Europe","1804",1280,28.9,779000
"832","Luxembourg","Europe","1804",1450,36.9,127000
"833","Macedonia, FYR","Europe","1804",690,36.1,392000
"834","Madagascar","Africa","1804",573,30.5,1570000
"835","Malawi","Africa","1804",350,30.3,737000
"836","Malaysia","Asia","1804",997,30.6,287000
"837","Maldives","Asia","1804",843,32.6,42400
"838","Mali","Africa","1804",603,26.4,1400000
"839","Malta","Europe","1804",782,28.7,134000
"840","Mauritania","Africa","1804",528,32,383000
"841","Mauritius","Africa","1804",941,28.7,68400
"842","Mexico","Americas","1804",1380,26.9,6260000
"843","Micronesia, Fed. Sts.","Oceania","1804",519,26.7,16400
"844","Moldova","Europe","1804",621,33.1,713000
"845","Mongolia","Asia","1804",592,31.8,619000
"846","Montenegro","Europe","1804",1060,35.4,127000
"847","Morocco","Africa","1804",715,33.1,2540000
"848","Mozambique","Africa","1804",391,30.3,2000000
"849","Myanmar","Asia","1804",840,30.8,3510000
"850","Namibia","Africa","1804",540,32.4,229000
"851","Nepal","Asia","1804",654,32.8,3880000
"852","Netherlands","Europe","1804",4500,39.9,2270000
"853","New Zealand","Oceania","1804",659,34,100000
"854","Nicaragua","Americas","1804",974,25.4,219000
"855","Niger","Africa","1804",446,30.8,1240000
"856","Nigeria","Africa","1804",857,30.4,12100000
"857","North Korea","Asia","1804",576,26,4350000
"858","Norway","Europe","1804",1290,40.5,888000
"859","Oman","Asia","1804",916,32.3,318000
"860","Pakistan","Asia","1804",1020,25.8,13200000
"861","Palestine","Asia","1804",1220,32.1,166000
"862","Panama","Americas","1804",848,32.9,78800
"863","Papua New Guinea","Oceania","1804",547,31.5,755000
"864","Paraguay","Americas","1804",836,35.5,143000
"865","Peru","Americas","1804",1200,35.7,1310000
"866","Philippines","Asia","1804",962,30.9,1890000
"867","Poland","Europe","1804",1230,35.9,9690000
"868","Portugal","Europe","1804",1690,35.6,3080000
"869","Qatar","Asia","1804",1110,30.8,14100
"870","Romania","Europe","1804",816,35.7,5640000
"871","Russia","Europe","1804",1440,29.6,31100000
"872","Rwanda","Africa","1804",433,31.8,928000
"873","Samoa","Oceania","1804",1400,25.4,47300
"874","Sao Tome and Principe","Africa","1804",857,31,22700
"875","Saudi Arabia","Asia","1804",848,32.1,2090000
"876","Senegal","Africa","1804",497,25.2,1010000
"877","Serbia","Europe","1804",1360,35.5,2150000
"878","Seychelles","Africa","1804",804,37,12500
"879","Sierra Leone","Africa","1804",734,25.1,794000
"880","Singapore","Asia","1804",1020,29.1,30000
"881","Slovak Republic","Europe","1804",1430,36.4,2140000
"882","Slovenia","Europe","1804",1410,36.6,470000
"883","Solomon Islands","Oceania","1804",363,25.1,57000
"884","Somalia","Africa","1804",696,29.4,993000
"885","South Africa","Africa","1804",1480,33.5,1460000
"886","South Korea","Asia","1804",573,25.8,9400000
"887","South Sudan","Africa","1804",508,26.7,1030000
"888","Spain","Europe","1804",1520,29.5,11700000
"889","Sri Lanka","Asia","1804",898,32.6,1210000
"890","St. Lucia","Americas","1804",875,28,24000
